,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
42698,6995,2001,bmw,x530,good,51998.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,or
17239,6000,2000,chevrolet,c350,good,142150.0,8 cylinders,gas,clean,automatic,rwd,truck,red,il
48775,13995,2013,chevrolet,expr,excellent,128000.0,8 cylinders,gas,clean,automatic,rwd,van,white,tx
2362,20888,2019,chevrolet,equi,like new,35000.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,ar
19287,7995,2013,kia,soul,good,93629.0,4 cylinders,gas,clean,automatic,fwd,wagon,silver,ia
8546,21990,2018,nissan,maxi,good,25039.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
28980,8750,1998,chevrolet,silv,good,101000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,mo
19723,14995,2010,ford,f150,good,131981.0,8 cylinders,gas,clean,automatic,4wd,truck,silver,ia
20083,9975,2012,chrysler,200t,excellent,69000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ia
9073,13500,1996,gmc,subu,good,232000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,co
8886,17688,2019,nissan,sent,good,41458.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,ca
33105,11500,2010,jeep,gran,excellent,129960.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,nj
9845,9000,2014,chevrolet,volt,good,91044.0,4 cylinders,hybrid,clean,other,fwd,sedan,blue,co
55320,6999,2005,lexus,rx33,good,184396.0,6 cylinders,gas,clean,automatic,4wd,SUV,brown,wi
37503,5990,2006,cadillac,dts,good,103818.0,8 cylinders,gas,clean,automatic,fwd,sedan,white,ny
49249,7995,2008,ford,f350,good,214471.0,8 cylinders,diesel,clean,automatic,rwd,truck,white,tx
53836,20995,2013,ford,f250,excellent,99106.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,wi
54913,17452,2017,ford,tran,good,154589.0,6 cylinders,gas,clean,automatic,rwd,van,white,wi
32701,13495,2018,toyota,coro,like new,47472.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,nj
50589,13795,2017,kia,sedo,good,95990.0,6 cylinders,gas,clean,automatic,fwd,van,silver,ut
11293,14354,2014,infiniti,qx60,good,119709.0,6 cylinders,gas,clean,automatic,4wd,wagon,custom,dc
50706,7900,2012,subaru,fore,excellent,148000.0,4 cylinders,gas,clean,automatic,4wd,hatchback,grey,vt
55758,6500,2004,lexus,rx33,excellent,183000.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,wy
27627,10995,2012,chevrolet,silv,good,188999.0,8 cylinders,gas,clean,automatic,4wd,truck,white,mn
15587,8000,2008,toyota,taco,good,164000.0,4 cylinders,gas,clean,automatic,rwd,truck,blue,ga
55434,11995,2013,honda,civi,like new,80100.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,wi
49392,8500,2013,chevrolet,capt,good,119000.0,4 cylinders,gas,salvage,automatic,fwd,SUV,white,tx
30553,7995,2013,hyundai,sona,excellent,94000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,nc
37561,6995,2010,subaru,fore,excellent,128527.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ny
46512,10900,2015,chrysler,200c,excellent,61350.0,4 cylinders,gas,salvage,automatic,fwd,sedan,white,sd
1319,15500,2018,nissan,nv20,excellent,32000.0,3 cylinders,gas,clean,automatic,fwd,van,white,az
32776,14999,2012,cadillac,esca,excellent,148221.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,nj
46895,19490,2014,lexus,is,good,99546.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,tn
29699,11750,2011,dodge,nitr,excellent,88000.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,mt
2098,8500,2011,bmw,3ser,excellent,125680.0,6 cylinders,gas,clean,automatic,4wd,sedan,silver,ar
23615,12995,2013,buick,encl,excellent,119000.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,ma
26503,6495,1999,mazda,miat,excellent,79000.0,4 cylinders,gas,clean,automatic,rwd,convertible,black,mi
49168,11999,2014,dodge,chal,excellent,40909.0,6 cylinders,gas,rebuilt,automatic,rwd,coupe,black,tx
53257,11500,1997,chevrolet,silv,excellent,103000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,wa
32982,11900,2013,nissan,mura,like new,84500.0,6 cylinders,gas,clean,automatic,4wd,SUV,custom,nj
29601,16500,2013,gmc,acad,good,118170.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,mt
33883,8600,2015,chevrolet,spar,like new,22970.0,other,electric,clean,automatic,fwd,hatchback,blue,nm
9192,6499,2008,mini,coop,excellent,84044.0,4 cylinders,gas,clean,manual,fwd,coupe,white,co
43907,11995,2012,chrysler,300,excellent,100900.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,pa
12597,9900,2007,chevrolet,taho,good,190000.0,8 cylinders,gas,clean,automatic,rwd,SUV,brown,fl
41794,10000,2010,ford,must,like new,178000.0,6 cylinders,gas,clean,manual,rwd,coupe,black,or
45995,19750,2015,ram,1500,excellent,61705.0,6 cylinders,gas,clean,automatic,rwd,truck,red,sc
12371,15000,2001,mercedes-benz,benz,excellent,94300.0,8 cylinders,gas,clean,automatic,rwd,coupe,silver,fl
6528,14995,2014,ford,f150,excellent,160000.0,6 cylinders,gas,clean,automatic,rwd,truck,white,ca
36626,7500,2008,volvo,xc90,like new,107000.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,ny
23455,11900,2011,lexus,ls46,good,176079.0,8 cylinders,gas,clean,automatic,4wd,sedan,silver,md
41428,7995,2012,volkswagen,pass,good,137252.0,4 cylinders,diesel,clean,automatic,fwd,sedan,grey,or
15176,7500,2006,mazda,miat,excellent,100700.0,4 cylinders,gas,clean,manual,rwd,convertible,blue,ga
19304,7995,2013,kia,soul,good,93629.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,ia
45583,10500,2011,bmw,x3,like new,159400.0,6 cylinders,gas,clean,automatic,rwd,SUV,grey,sc
53534,11995,2012,ford,e350,good,172942.0,8 cylinders,gas,clean,automatic,rwd,van,white,wa
36376,7900,2016,toyota,priu,like new,230137.0,4 cylinders,gas,clean,automatic,fwd,wagon,yellow,ny
7134,16995,2017,honda,civi,good,67545.0,4 cylinders,gas,clean,automatic,rwd,coupe,red,ca
16601,17690,2017,buick,rega,like new,15101.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,id
6315,17788,2018,nissan,alti,good,50388.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ca
43985,9200,2009,hyundai,sona,good,20860.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,pa
39818,13999,2007,chevrolet,silv,excellent,134481.0,8 cylinders,gas,clean,automatic,4wd,pickup,grey,oh
4233,10900,2014,buick,rega,excellent,148012.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
48419,10900,2011,infiniti,g37x,excellent,131397.0,6 cylinders,gas,clean,automatic,4wd,sedan,grey,tx
2982,14700,2008,chevrolet,taho,excellent,157832.0,8 cylinders,gas,clean,automatic,rwd,SUV,red,ca
14006,7991,2009,mercedes-benz,ccla,excellent,100678.0,6 cylinders,gas,clean,automatic,rwd,sedan,white,fl
52440,20590,2018,chrysler,300l,good,71021.0,6 cylinders,gas,clean,other,rwd,sedan,black,va
44403,7500,1993,chevrolet,1500,excellent,169000.0,6 cylinders,gas,rebuilt,automatic,rwd,pickup,red,pa
15961,17700,2009,toyota,taco,excellent,110301.0,6 cylinders,gas,clean,automatic,rwd,truck,blue,hi
48470,13500,2014,toyota,taco,good,147595.0,4 cylinders,gas,clean,automatic,rwd,truck,white,tx
44153,12995,2007,toyota,4run,excellent,117515.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,pa
40344,6700,2011,dodge,jour,excellent,142280.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,oh
38416,6500,2010,dodge,char,excellent,122000.0,6 cylinders,gas,clean,automatic,rwd,sedan,red,oh
51944,11995,2013,toyota,rav4,excellent,151110.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,va
8180,20999,2016,infiniti,q50,excellent,55769.0,4 cylinders,gas,clean,automatic,rwd,sedan,black,ca
25990,7491,2012,chrysler,200,like new,96031.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,mi
43419,21998,2018,nissan,alti,excellent,19258.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,pa
2493,8900,2012,honda,civi,excellent,82859.0,4 cylinders,gas,clean,automatic,fwd,coupe,grey,ca
21715,13899,2016,kia,sedo,good,84817.0,6 cylinders,gas,clean,automatic,fwd,van,white,ky
45733,18995,2012,jeep,wran,good,107992.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,sc
55400,7995,2010,honda,civi,excellent,168873.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,wi
48549,7990,2003,mercedes-benz,e320,like new,89000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,tx
28487,8500,2013,mazda,3,excellent,85939.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ms
29924,6000,2000,mercedes-benz,clkc,excellent,62000.0,6 cylinders,gas,clean,automatic,rwd,coupe,black,nc
49621,7900,2005,chevrolet,silv,excellent,143000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,tx
10593,14900,2002,chevrolet,c350,excellent,134000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ct
43358,20590,2018,chrysler,300l,good,71021.0,6 cylinders,gas,clean,other,rwd,sedan,black,pa
4351,9900,2015,chrysler,200l,like new,118437.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ca
53297,18000,2013,lexus,es35,excellent,79330.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,wa
15837,5950,2010,honda,insi,good,53000.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,white,hi
52304,6000,2005,chevrolet,subu,like new,152000.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,va
23998,7295,2006,acura,tl,excellent,96460.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,ma
25919,6495,2011,dodge,gran,good,170700.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,mi
31146,8500,2012,honda,acco,excellent,135000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,nc
38648,10950,2014,dodge,gran,good,89599.0,6 cylinders,gas,clean,automatic,fwd,van,red,oh
51688,9975,2012,honda,odys,good,143000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,black,va
12038,18700,2015,toyota,sien,good,86400.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,fl
9590,6995,2007,ford,expe,good,162281.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,co
35876,21995,2015,ford,tran,good,76751.0,6 cylinders,other,clean,automatic,rwd,van,white,ny
21967,17890,2010,toyota,tund,like new,132405.0,8 cylinders,gas,clean,automatic,4wd,pickup,silver,ky
15192,13499,2011,lexus,rx35,good,121000.0,6 cylinders,gas,clean,automatic,rwd,SUV,black,ga
6225,19998,2014,toyota,taco,excellent,40451.0,4 cylinders,gas,clean,manual,rwd,truck,grey,ca
147,6950,2008,honda,civi,excellent,135000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,al
50109,21995,2016,lincoln,mkx,excellent,42437.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,tx
43294,11450,2012,jeep,libe,excellent,59996.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,pa
14067,11495,2010,toyota,venz,excellent,92000.0,4 cylinders,gas,clean,automatic,fwd,wagon,silver,fl
4456,5999,2007,volkswagen,toua,excellent,142809.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
20467,6990,2008,dodge,aven,excellent,72000.0,6 cylinders,gas,rebuilt,automatic,fwd,sedan,black,ia
52527,6490,2014,dodge,jour,excellent,150065.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,va
35715,6300,2005,subaru,outb,excellent,67000.0,4 cylinders,gas,clean,automatic,fwd,wagon,brown,ny
21490,15500,2011,gmc,yuko,good,100000.0,8 cylinders,gas,rebuilt,automatic,4wd,SUV,brown,ks
54667,20950,2012,gmc,sier,good,178111.0,8 cylinders,gas,clean,automatic,4wd,truck,silver,wi
18801,7000,2013,volkswagen,jett,excellent,71716.0,4 cylinders,gas,clean,manual,fwd,sedan,grey,in
29103,5900,2009,nissan,sent,excellent,101000.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,mo
15969,16995,2019,ford,fies,like new,21288.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,hi
42268,8000,2006,volkswagen,jett,excellent,144765.0,4 cylinders,diesel,clean,manual,fwd,sedan,grey,or
43222,12345,1995,toyota,supr,salvage,98007.0,6 cylinders,gas,salvage,manual,rwd,hatchback,white,pa
26812,8495,2008,honda,pilo,good,110662.0,6 cylinders,diesel,clean,automatic,4wd,SUV,green,mi
18192,7700,2011,nissan,rogu,good,121114.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,in
34225,14000,2008,ram,1500,good,154000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,nm
27116,15990,2014,buick,encl,excellent,121565.0,6 cylinders,gas,clean,automatic,fwd,SUV,silver,mn
47724,6995,2010,volkswagen,cc,good,131437.0,4 cylinders,gas,clean,automatic,rwd,sedan,silver,tn
45377,16500,2016,hyundai,tucs,like new,45502.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,ri
25113,9900,2013,ford,edge,good,165000.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,mi
24301,21900,2016,volvo,xc60,excellent,64569.0,5 cylinders,gas,clean,automatic,4wd,wagon,custom,ma
24986,15995,2014,toyota,rav4,good,81359.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,ma
49551,10950,2011,nissan,maxi,excellent,100321.0,6 cylinders,gas,clean,automatic,fwd,sedan,grey,tx
42518,13995,2009,ford,expl,excellent,93155.0,6 cylinders,gas,clean,automatic,4wd,pickup,white,or
7343,9200,2015,ford,esca,good,96000.0,4 cylinders,gas,clean,automatic,rwd,SUV,grey,ca
52,17500,2001,ram,3500,good,178000.0,6 cylinders,diesel,clean,manual,4wd,truck,white,al
48774,5995,2001,dodge,dako,excellent,80000.0,8 cylinders,gas,clean,automatic,rwd,truck,red,tx
27347,18400,2011,chevrolet,silv,good,113100.0,8 cylinders,gas,clean,automatic,4wd,SUV,green,mn
2213,7200,2011,toyota,coro,good,122000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,black,ar
31523,14995,2013,bmw,335i,excellent,83000.0,6 cylinders,gas,rebuilt,automatic,rwd,convertible,white,nc
43889,7495,2014,mitsubishi,outl,good,135017.0,4 cylinders,gas,clean,automatic,fwd,wagon,red,pa
1507,18750,2015,jeep,cher,excellent,89908.0,6 cylinders,gas,clean,automatic,4wd,SUV,orange,az
31767,6495,2006,toyota,aval,like new,207102.0,6 cylinders,gas,clean,automatic,fwd,sedan,custom,nc
7337,9800,2015,chevrolet,equi,good,90325.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
18762,11900,2008,jeep,wran,good,206000.0,6 cylinders,gas,clean,automatic,4wd,other,red,in
20440,7990,2010,subaru,impr,excellent,63000.0,4 cylinders,gas,rebuilt,automatic,4wd,sedan,black,ia
34601,7995,2013,bmw,x3,excellent,171663.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,ny
11601,7299,2015,fiat,500l,good,57244.0,4 cylinders,gas,clean,manual,fwd,SUV,silver,fl
38830,6500,2012,mazda,3,good,66461.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,white,oh
26556,8300,2007,honda,crva,excellent,103000.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,mi
8006,18977,2015,ford,edge,excellent,87323.0,6 cylinders,gas,clean,automatic,rwd,SUV,white,ca
3751,6500,2004,gmc,yuko,excellent,54000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,ca
15355,14995,2001,chevrolet,come,like new,42000.0,8 cylinders,gas,clean,automatic,4wd,bus,white,ga
7356,16995,2016,ford,expl,excellent,102603.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,ca
38552,8995,2013,toyota,priu,excellent,97685.0,4 cylinders,hybrid,rebuilt,automatic,fwd,hatchback,white,oh
44636,16995,2010,gmc,sava,excellent,88000.0,8 cylinders,gas,clean,automatic,rwd,van,white,pa
34499,5995,2013,kia,fort,excellent,111000.0,4 cylinders,gas,clean,automatic,fwd,hatchback,brown,ny
19120,13995,2014,buick,enco,excellent,73000.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,ia
15580,20000,2011,jeep,wran,excellent,118176.0,6 cylinders,gas,clean,manual,4wd,SUV,silver,ga
7379,6900,2012,subaru,impr,good,92000.0,4 cylinders,gas,salvage,automatic,4wd,hatchback,red,ca
27448,11500,2014,buick,encl,excellent,160000.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,mn
5089,6500,1993,mercedes-benz,benz,excellent,160351.0,6 cylinders,gas,clean,automatic,rwd,wagon,green,ca
29624,7900,2006,toyota,high,excellent,166000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,mt
55143,15669,2013,bmw,328x,like new,45000.0,4 cylinders,gas,clean,automatic,4wd,sedan,white,wi
10917,16995,2012,audi,a730,excellent,138206.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,ct
34990,13900,2013,ford,fusi,excellent,28273.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,ny
44164,6995,2012,honda,acco,good,173909.0,4 cylinders,gas,clean,automatic,rwd,sedan,silver,pa
54579,9750,2007,volkswagen,eos2,excellent,28000.0,4 cylinders,gas,clean,automatic,fwd,convertible,red,wi
5522,8915,2015,chrysler,200,excellent,143876.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,ca
23020,16495,2013,cadillac,ats4,excellent,69.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,me
34646,15599,2014,bmw,5ser,excellent,75922.0,4 cylinders,gas,clean,automatic,rwd,sedan,blue,ny
16307,6995,2014,dodge,aven,excellent,85200.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,id
26048,8900,2009,subaru,fore,good,173755.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,mi
736,15995,2015,volkswagen,ccrl,excellent,36055.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ak
20896,20980,2016,audi,q5,like new,101399.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,ks
47442,12900,2015,toyota,coro,excellent,75479.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,blue,tn
34777,10995,2010,ford,f150,good,133000.0,8 cylinders,gas,clean,automatic,rwd,truck,black,ny
15296,15000,1995,chevrolet,corv,excellent,88000.0,8 cylinders,gas,clean,automatic,rwd,coupe,black,ga
32630,21990,2005,ford,econ,good,45554.0,8 cylinders,gas,clean,automatic,rwd,truck,white,nj
43090,8500,2001,pontiac,gran,like new,23000.0,6 cylinders,gas,clean,automatic,fwd,coupe,black,pa
18853,9800,2009,nissan,maxi,excellent,109827.0,6 cylinders,gas,clean,automatic,fwd,sedan,grey,in
9572,7995,2012,honda,rvv,good,198412.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,co
4980,7400,2013,toyota,camr,excellent,193000.0,4 cylinders,gas,clean,automatic,fwd,sedan,green,ca
45623,7990,2010,ford,expl,like new,166656.0,6 cylinders,gas,clean,automatic,rwd,SUV,silver,sc
28825,18250,2015,nissan,path,like new,94256.0,6 cylinders,gas,lien,automatic,4wd,SUV,white,mo
27343,12889,2017,hyundai,sant,excellent,131900.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,mn
4580,17999,2013,bmw,328i,like new,84461.0,4 cylinders,gas,clean,automatic,rwd,sedan,custom,ca
47933,10900,2011,honda,pilo,excellent,147995.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,tx
3836,7900,2014,toyota,camr,excellent,194000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
26180,6500,2010,mini,coop,like new,96500.0,4 cylinders,gas,clean,manual,fwd,coupe,red,mi
7667,18888,2009,ford,f150,excellent,137459.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ca
4504,12995,2010,volvo,s80,like new,69808.0,6 cylinders,gas,clean,automatic,rwd,sedan,custom,ca
22629,8988,2001,chevrolet,silv,good,189000.0,8 cylinders,gas,clean,automatic,4wd,truck,green,la
31132,7499,2010,bmw,328i,good,118.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,nc
26314,22990,2015,chevrolet,cama,good,25865.0,6 cylinders,gas,clean,other,rwd,coupe,red,mi
54572,9200,2009,chevrolet,silv,excellent,203000.0,8 cylinders,gas,clean,automatic,4wd,truck,red,wi
28122,9500,2010,chevrolet,trav,excellent,76000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,mn
42371,10999,2016,chevrolet,cruz,excellent,24000.0,4 cylinders,gas,clean,manual,fwd,sedan,blue,or
54230,18990,2003,ford,thun,excellent,33970.0,8 cylinders,gas,clean,automatic,rwd,convertible,red,wi
15517,20000,2009,chevrolet,silv,fair,242000.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,ga
6990,10795,2013,honda,fits,like new,90023.0,4 cylinders,gas,clean,automatic,fwd,hatchback,red,ca
15832,19000,2010,nissan,fron,like new,48000.0,6 cylinders,gas,clean,automatic,4wd,truck,silver,hi
10772,11495,2007,ford,f150,excellent,113990.0,8 cylinders,gas,clean,automatic,4wd,other,grey,ct
10413,5995,2011,ford,crow,good,104000.0,8 cylinders,gas,clean,automatic,rwd,sedan,custom,ct
20969,7950,2011,hyundai,vera,good,174461.0,6 cylinders,gas,clean,automatic,fwd,SUV,brown,ks
19306,9700,2005,ram,2500,excellent,209956.0,6 cylinders,diesel,clean,automatic,4wd,truck,yellow,ia
40782,6000,1996,ford,f350,fair,198000.0,8 cylinders,diesel,clean,automatic,fwd,pickup,white,ok
9634,9500,2013,hyundai,sant,excellent,129190.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,co
44850,9995,2012,jeep,comp,good,84461.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,pa
39203,9750,2007,chrysler,town,excellent,94300.0,6 cylinders,gas,clean,automatic,fwd,mini-van,white,oh
36254,7800,2003,bmw,330i,excellent,68000.0,6 cylinders,gas,clean,automatic,rwd,sedan,grey,ny
54987,11000,2014,subaru,cros,good,153122.0,4 cylinders,gas,clean,automatic,4wd,wagon,grey,wi
1720,10995,2016,dodge,dart,excellent,65000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,az
19243,8922,2011,chevrolet,equi,excellent,127956.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,ia
14644,7490,2007,honda,civi,good,153185.0,4 cylinders,gas,clean,manual,fwd,sedan,black,fl
20603,9300,2014,ford,fusi,excellent,124760.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ia
29603,8350,2013,chevrolet,impa,like new,75000.0,6 cylinders,gas,rebuilt,automatic,fwd,sedan,black,mt
20094,14999,2017,dodge,jour,excellent,75524.0,4 cylinders,gas,clean,automatic,fwd,SUV,grey,ia
43350,15995,2015,volkswagen,jett,like new,23000.0,4 cylinders,diesel,clean,manual,fwd,sedan,grey,pa
51694,17975,2008,cadillac,esca,good,78537.0,8 cylinders,gas,clean,automatic,4wd,SUV,blue,va
41775,10980,2006,ford,rang,good,167571.0,6 cylinders,gas,clean,automatic,4wd,truck,black,or
22781,14995,2014,bmw,528x,excellent,84344.0,8 cylinders,gas,clean,automatic,fwd,sedan,blue,me
8021,14288,2014,honda,acco,good,141523.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ca
